241.7703500900	214.3483686058	6.0000000000	
238.0115796069	215.7164491791	6.0000000000	
238.0115796069	215.7164491791	8.0000000000	
241.7703500900	214.3483686058	8.0000000000	
#

241.7703500900	214.3483686058	6.0000000000	
238.7062070720	211.7773136541	6.0000000000	
238.7062070720	211.7773136541	8.0000000000	
241.7703500900	214.3483686058	8.0000000000	
#

241.7703500900	214.3483686058	6.0000000000	
242.4649775551	210.4092330808	6.0000000000	
242.4649775551	210.4092330808	8.0000000000	
241.7703500900	214.3483686058	8.0000000000	
#

241.7703500900	214.3483686058	6.0000000000	
245.5291205731	212.9802880325	6.0000000000	
245.5291205731	212.9802880325	8.0000000000	
241.7703500900	214.3483686058	8.0000000000	
#

241.7703500900	214.3483686058	6.0000000000	
244.8344931081	216.9194235576	6.0000000000	
244.8344931081	216.9194235576	8.0000000000	
241.7703500900	214.3483686058	8.0000000000	
#

241.7703500900	214.3483686058	6.0000000000	
241.0757226249	218.2875041309	6.0000000000	
241.0757226249	218.2875041309	8.0000000000	
241.7703500900	214.3483686058	8.0000000000	
#

241.7703500900	214.3483686058	6.0000000000	
238.0115796069	215.7164491791	6.0000000000	
238.0115796069	215.7164491791	8.0000000000	
241.7703500900	214.3483686058	8.0000000000	
#

