243.3062484749	225.0086226437	1.5000000000	
244.3062484749	226.7406734512	1.5000000000	
244.3062484749	226.7406734512	4.5000000000	
243.3062484749	225.0086226437	4.5000000000	
#

243.3062484749	225.0086226437	1.5000000000	
240.8063364762	227.6066480475	1.5000000000	
240.8063364762	227.6066480475	4.5000000000	
243.3062484749	225.0086226437	4.5000000000	
#

243.3062484749	225.0086226437	1.5000000000	
239.8063364762	225.8745972399	1.5000000000	
239.8063364762	225.8745972399	4.5000000000	
243.3062484749	225.0086226437	4.5000000000	
#

243.3062484749	225.0086226437	1.5000000000	
242.3062484749	223.2765718361	1.5000000000	
242.3062484749	223.2765718361	4.5000000000	
243.3062484749	225.0086226437	4.5000000000	
#

243.3062484749	225.0086226437	1.5000000000	
245.8061604736	222.4105972399	1.5000000000	
245.8061604736	222.4105972399	4.5000000000	
243.3062484749	225.0086226437	4.5000000000	
#

243.3062484749	225.0086226437	1.5000000000	
246.8061604736	224.1426480475	1.5000000000	
246.8061604736	224.1426480475	4.5000000000	
243.3062484749	225.0086226437	4.5000000000	
#

243.3062484749	225.0086226437	1.5000000000	
244.3062484749	226.7406734512	1.5000000000	
244.3062484749	226.7406734512	4.5000000000	
243.3062484749	225.0086226437	4.5000000000	
#

