200.0000000000	110.0000000000	15.0000000000	
200.0000000000	90.0000000000	30.0000000000	
260.0000000000	90.0000000000	30.0000000000	
260.0000000000	110.0000000000	15.0000000000	
#

200.0000000000	110.0000000000	15.0000000000	
200.0000000000	90.0000000000	30.0000000000	
260.0000000000	90.0000000000	30.0000000000	
260.0000000000	110.0000000000	15.0000000000	
#

200.0000000000	110.0000000000	15.0000000000	
200.0000000000	90.0000000000	0.0000000000	
260.0000000000	90.0000000000	0.0000000000	
260.0000000000	110.0000000000	15.0000000000	
#

200.0000000000	110.0000000000	15.0000000000	
200.0000000000	130.0000000000	0.0000000000	
260.0000000000	130.0000000000	0.0000000000	
260.0000000000	110.0000000000	15.0000000000	
#

200.0000000000	110.0000000000	15.0000000000	
200.0000000000	90.0000000000	30.0000000000	
260.0000000000	90.0000000000	30.0000000000	
260.0000000000	110.0000000000	15.0000000000	
#

