145.0000000000	150.0000000000	3.0000000000	
145.0000000000	154.0000000000	6.0000000000	
155.0000000000	154.0000000000	6.0000000000	
155.0000000000	150.0000000000	3.0000000000	
#

145.0000000000	150.0000000000	3.0000000000	
145.0000000000	146.0000000000	6.0000000000	
155.0000000000	146.0000000000	6.0000000000	
155.0000000000	150.0000000000	3.0000000000	
#

145.0000000000	150.0000000000	3.0000000000	
145.0000000000	146.0000000000	0.0000000000	
155.0000000000	146.0000000000	0.0000000000	
155.0000000000	150.0000000000	3.0000000000	
#

145.0000000000	150.0000000000	3.0000000000	
145.0000000000	154.0000000000	0.0000000000	
155.0000000000	154.0000000000	0.0000000000	
155.0000000000	150.0000000000	3.0000000000	
#

145.0000000000	150.0000000000	3.0000000000	
145.0000000000	154.0000000000	6.0000000000	
155.0000000000	154.0000000000	6.0000000000	
155.0000000000	150.0000000000	3.0000000000	
#

