85.0000000000	230.0000000000	45.0000000000	
100.0000000000	230.0000000000	90.0000000000	
100.0000000000	230.0000000000	90.0000000000	
115.0000000000	230.0000000000	45.0000000000	
#

85.0000000000	230.0000000000	45.0000000000	
100.0000000000	230.0000000000	90.0000000000	
100.0000000000	230.0000000000	90.0000000000	
115.0000000000	230.0000000000	45.0000000000	
#

85.0000000000	230.0000000000	45.0000000000	
70.0000000000	210.0000000000	0.0000000000	
130.0000000000	210.0000000000	0.0000000000	
115.0000000000	230.0000000000	45.0000000000	
#

85.0000000000	230.0000000000	45.0000000000	
70.0000000000	250.0000000000	0.0000000000	
130.0000000000	250.0000000000	0.0000000000	
115.0000000000	230.0000000000	45.0000000000	
#

85.0000000000	230.0000000000	45.0000000000	
100.0000000000	230.0000000000	90.0000000000	
100.0000000000	230.0000000000	90.0000000000	
115.0000000000	230.0000000000	45.0000000000	
#

